file_name,image_id,height,width,bbox0,bbox1,bbox2,bbox3
COCO_train2014_000000204800.jpg,204800,640,480,50.67,432.64,261.41,207.33
COCO_train2014_000000524291.jpg,524291,426,640,279.7,148.88,348.54,272.82
COCO_train2014_000000491525.jpg,491525,480,640,246.28,166.76,285.87,307.12
COCO_train2014_000000253981.jpg,253981,362,500,194.36,29.48,194.36,332.52
COCO_train2014_000000450590.jpg,450590,427,640,162.31,53.89,162.33,317.74
COCO_train2014_000000106525.jpg,106525,480,640,0.97,25.05,243.39,448.0
COCO_train2014_000000385066.jpg,385066,283,500,264.43,80.67,187.07,200.92
COCO_train2014_000000499760.jpg,499760,570,640,320.33,222.2,64.72,49.91
COCO_train2014_000000516146.jpg,516146,427,640,131.36,277.0,143.93,97.07
COCO_train2014_000000548912.jpg,548912,375,500,90.91,107.58,290.15,184.84
COCO_train2014_000000294968.jpg,294968,480,640,260.94,248.65,57.12,24.2
COCO_train2014_000000090173.jpg,90173,333,500,149.83,10.34,179.22,300.76
COCO_train2014_000000368702.jpg,368702,500,333,24.19,394.15,133.07,94.76
COCO_train2014_000000344127.jpg,344127,612,612,113.09,115.29,230.84,464.13
COCO_train2014_000000581704.jpg,581704,640,383,19.96,144.27,188.14,226.45
COCO_train2014_000000237643.jpg,237643,267,640,385.42,53.01,233.96,125.04
COCO_train2014_000000245842.jpg,245842,640,425,228.85,336.16,181.01,147.4
COCO_train2014_000000442450.jpg,442450,425,640,431.87,262.58,74.7,58.39
COCO_train2014_000000335955.jpg,335955,426,640,221.62,161.26,112.97,176.78
COCO_train2014_000000024664.jpg,24664,480,640,72.73,54.55,567.27,419.87
COCO_train2014_000000204889.jpg,204889,426,640,158.03,287.97,106.06,69.49
COCO_train2014_000000139355.jpg,139355,500,375,0.0,223.39,175.4,272.17
COCO_train2014_000000450653.jpg,450653,375,500,0.76,54.58,382.61,284.48
COCO_train2014_000000483425.jpg,483425,480,640,44.7,205.51,595.3,270.12
COCO_train2014_000000442468.jpg,442468,640,480,2.59,156.44,429.25,381.42
COCO_train2014_000000057445.jpg,57445,427,640,1.72,86.61,544.94,340.39
COCO_train2014_000000548964.jpg,548964,480,640,259.55,285.05,73.85,72.02
COCO_train2014_000000450672.jpg,450672,427,640,234.63,110.15,140.61,258.79
COCO_train2014_000000245873.jpg,245873,375,500,50.0,98.48,450.0,271.97
COCO_train2014_000000106616.jpg,106616,480,640,434.78,237.42,133.94,136.45
COCO_train2014_000000360570.jpg,360570,424,640,258.68,288.66,114.78,73.67
COCO_train2014_000000327804.jpg,327804,375,500,35.46,171.78,316.15,124.5
COCO_train2014_000000327805.jpg,327805,480,640,469.47,298.44,54.61,48.26
COCO_train2014_000000106621.jpg,106621,375,500,96.97,14.39,320.45,354.55
COCO_train2014_000000327810.jpg,327810,375,500,220.47,230.94,48.05,38.64
COCO_train2014_000000524420.jpg,524420,465,640,370.37,242.3,29.08,53.04
COCO_train2014_000000417926.jpg,417926,480,640,0.0,221.33,331.64,229.82
COCO_train2014_000000442506.jpg,442506,480,640,231.53,242.31,92.86,98.77
COCO_train2014_000000491660.jpg,491660,442,640,345.23,0.0,285.6,274.66
COCO_train2014_000000262286.jpg,262286,500,350,128.91,179.22,67.98,111.02
